Filename: 2019-01-18 Rotation Phospho-flow Exp BAD Unstim_01_0_CD45_viSNE_UMAP_FlowSOM.fcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event #,Time,Event_length,75As,89Y_CD45,103Rh_Rh,138Ba_barium,139La,140Ce,141Pr,142Ce_CD19,143Nd,144Nd_p-PLCy2,145Nd_CD4 (v),146Nd_CD8a (v),147Sm_p-STAT5,148Sm_CD14,149Sm,150Sm,151Eu,152Sm,153Eu_p-STAT1,154Gd,155Gd,156Gd,157Gd,158Gd_p-STAT3,159Tb,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,166Er,167Er,168Er,169Tm,170Yb_CD3,171Yb,172Yb,173Yb,174Yb_HLA-DR (v),175Lu_p-STAT6,176Lu,190BCKG,191Ir_Ir,193Ir_Ir,194Pt,195Pt,209Bi_CD16 (v),Center,Offset,Width,Residual,tSNE1,tSNE2,UMAP1,UMAP2,cluster
3144,304997.7188,26,0,663.4801025,1.132612348,52.60548019,1.543216348,0.234257638,0,0,0,2.49209857,91.31525421,1.889376402,0,0,0,0,0,0,0,0,0,0,0,1.02842176,0,0,0.727843821,0,0,0,0,1.479581237,0,0.48983413,0,157.1988068,0,0.226178065,0,0.79275924,0,0.347408652,0.39140889,1647.561401,3072.197754,32.3917923,7.863362789,2.619726896,975.7650146,99.00299835,75.97899628,97.45600128,18.25357437,-83.2233963,-5.843386173,4.004105568,7
3145,305121.875,19,0,867.939209,0,37.95098877,0,0,0,0,1.932500243,0.19978027,99.4360733,5.466128826,2.134626627,5.249683857,0,0,0,0,0.724663675,0,0,0,0,0,0,0,5.030024529,1.526446342,0,0,0,0,0,2.412552595,0,269.232605,2.973428249,0,1.811701536,0,1.442071915,0,1.120890617,1782.379883,3004.302979,29.81712151,8.079093933,0.700811327,665.6630249,84.69799805,48.45899963,117.9089966,-26.07032585,-32.13901901,-8.106856346,3.438811779,7
3146,305206.5625,17,0,749.0328369,1.231954813,50.06157303,0,0,0.586144507,0,0,1.52334249,0.820448101,491.6036072,1.99173522,0.242485747,0,0.169986114,0,0,1.560027719,0,0,0,0,2.260513544,0,0,0,17.30275536,0,1.188432097,0,0,2.739255905,0.394851893,0.507426977,201.0563202,0,0,0,0.205843136,0.744515657,0,3.353622198,1948.543579,3404.846191,33.48288345,6.710876465,0,569.4660034,83.70700073,43.99000168,135.0440063,-53.77373123,-86.3236084,-2.421505213,-13.42935562,9
3147,305207.8125,17,0,721.6489868,2.120771408,63.55826569,0,0,0,1.4374336,0,1.192370653,0,545.1982422,3.540161133,5.775143147,0,0,0,0,0,0.367784321,0,0,0,0,0,0,0.657426596,1.337568641,0,0,0,0.378944337,0,2.912046432,0.877949834,229.2918091,1.613342047,0.989729226,0.250130534,0.722672403,0,0,0.300891966,2087.384521,3636.695801,34.27039719,10.1104517,3.024656057,602.1099854,75.98300171,38.2820015,110.0319977,-62.79573822,-69.91753387,-2.715937376,-12.41281414,9
3148,305268.125,17,0,214.66008,0,102.0459213,1.043537378,0,0,13.73958111,2.246948957,1.380593061,1.465253711,3.173588276,0,319.2619629,0.115784116,0.863535941,0,0.719604552,2.719013453,0,0,0,0,0,0,0,0,0,0,17.43979645,0,1.652144432,0,0,0,0.051670428,0,0,0,25.80303574,0,0,5.004588604,2555.204102,4477.370605,60.72266006,4.039185047,0.420298517,664.5469971,96.53900146,48.89599991,81.45300293,-27.53708458,12.3002882,7.603002548,2.983166933,2
3149,305279.875,19,0,204.6000214,0,52.24171066,0,0,0,1.229607105,0,1.832922578,5.274552345,512.4776001,1.489668608,1.561268091,0,0,1.716981411,0,2.435164452,0,0,0.608014941,0,3.35515523,0,0,0,31.33124161,0,0,0,0,0,1.173392773,0,27.9512291,0,0,0,0,0.79612875,1.883341312,1.827154636,1786.787476,3166.016846,45.89007568,7.501636028,0.245952472,662.0689697,87.66300201,50.44599915,119.8089981,-39.42399597,-36.42718124,-0.015431025,-10.82311535,9
3150,305373.4375,26,0,894.8453979,0.6384992,41.66041565,0,0,0,1.166461229,0,0,5.943306446,401.7530212,5.823363781,3.496619225,0,1.602614641,0,0,0.5822137,0.420709968,0,0,0,6.775322914,0,0,0.083623357,14.05333424,0,0,0,0,0.797165096,0,0,278.7995911,4.459419727,0.373922706,0,0.92471242,1.125080705,0.213269576,0.479177028,1985.548584,3437.104492,54.9911499,7.299953461,0,923.0949707,88.58599854,67.23500061,85.16200256,-38.02710724,-40.268013,-3.047147274,-11.55056477,9
3151,305452.375,20,0,612.6939087,0,46.55528641,1.299742699,0,0,0,0,0,96.49703979,2.68085146,0,0,0,0,0,0,0.362539291,0,0,0.08754833,0,0,0,1.005677938,0.841157138,0,0,0,0,1.332566261,3.474900007,3.456848621,0,199.1904297,0.906803608,0.180760056,1.215352058,0,0,0.319046199,1.078469753,1652.684204,2775.966553,32.46470642,5.429777145,0,728.7319946,88.48300171,53.14899826,114.3929977,-22.20557404,-81.96212769,-6.345754147,4.939223766,7
3152,305464.25,21,0,380.3704224,0.812675297,83.03813171,0.058211919,0,0,0,0,0,84.6825943,7.108747005,0,1.034854174,0,0,0,0,0,0,0.243003562,0,0,0.270109087,0,0,0,0.824441254,0.370323658,0,0,4.622424603,0.468811274,0.231820807,0.663531661,202.8855133,0,0,0,0,0.856591046,0.768297911,0.380110174,1566.055664,2749.673584,22.55641937,10.19547462,0,804.4349976,105.6920013,66.10299683,100.5009995,-23.21194267,-18.113451,-8.532757759,2.377953053,7
3153,305661.3125,17,0,29.31671333,0.395694107,61.73786163,0,0.672803581,0,0,0,0.573584914,0,3.879936457,0,1.795736074,0,0,0,0,0.884876192,0,0,2.100022793,0,2.328510046,0,0,0,0,0,0,0,0,0,0,0,0.02594018,0,0,0,0,0,1.861223936,3.58595252,2517.428955,4625.158203,39.84091949,16.01371765,0.684167385,590.4229736,98.48899841,50.14699936,79.4940033,7.134478569,49.58547592,3.534352541,-3.454313278,4
3154,305747.5625,16,0,85.13249969,1.18957746,61.37322617,1.898234248,0,1.190290928,0.248457536,1.299367666,3.66342783,6.757491589,558.9431152,8.825391769,5.058393002,0,0,1.365666151,0,0.563606024,0,0,0,0,0,0.489028275,0,0,79.6858902,0,0,0,0,0,1.43141675,0,11.15418911,0,0,0,0,0.167459831,0,1.262866139,2248.97876,4132.208496,47.01805496,5.517879486,0.207913399,590.6199951,86.59300232,41.95299911,106.2990036,-40.91456604,-34.92617416,0.203696221,-10.2855463,9
3155,305868.9688,20,0,452.4345093,0,82.31378937,0,0,0,0,1.131965876,4.339067936,88.5725174,2.979825974,3.04061985,0.703083396,5.135956764,0,0,0,2.007279158,0,0,0,2.157033443,3.185086489,1.117090225,0.320890158,0,0,0,0,0,0.153752565,0,0,0,184.6607819,0,0,1.11310184,2.18574214,0.83748877,0,1.701250911,1530.051025,2918.005371,32.23114395,2.728664398,0,693.5239868,88.23999786,52.93099976,110.3949966,28.78038979,-68.22281647,-6.821833134,4.314518929,7
3156,306051.7188,24,0,497.4804688,0,44.55360031,0,0,1.202677727,144.2762909,2.122455597,2.050020456,0,1.312965035,0,0,0,0,0,0,1.796612024,0,0,0,0,4.419555664,0,0,0,0,0,0,0.816114187,0,0,0,0,1.387984633,0,0.234325856,0,120.0807419,6.306277275,5.334517002,2.33592701,1586.831787,2947.834717,24.50078201,13.86199379,0,900.4420166,101.6159973,72.25299835,97.625,-71.85975647,7.247763634,11.68171597,8.769194603,1
3157,306124.75,17,0,57.81925583,0,50.6742897,0.944982231,0,0,0,0,0,2.388381481,0.084670462,1.546919465,121.5482407,1.38523519,1.375193238,4.565478802,2.199199677,0.325431168,0,1.425678372,0,0,0.474620879,0,0,0,0,0,2.94705534,0,0,0,0,0,0,0,0,0,0,0,0,3.273697138,2177.145508,4136.420898,36.08922577,10.69837189,0,666.5819702,96.62799835,48.51399994,63.1570015,16.1925087,28.57292366,9.225730896,1.701220036,2
3158,306208.8438,18,0,757.5460815,0.062901489,70.42418671,0,0,0,0,0,0,71.36489105,0.36429885,2.067350388,0.62226814,0,0,0,0,0,0,0,0,0,0.380626947,0,1.868885994,3.905819654,0,0,1.776703596,0,0.57453233,0,0,1.257456183,138.3207397,0,0.075568132,0.702660859,0.857567191,0.082422927,0,0.089468054,1685.685913,3044.476563,28.36821175,1.929510593,0,622.9539795,77.23999786,42.97000122,152.2749939,102.3751678,-29.43171883,-4.229085922,4.15637207,7
3159,306279.0625,16,0,682.2390137,0,45.66831589,0,0,2.14704299,0.516399682,0,1.055603147,54.57971573,4.584088326,0,1.233024955,0,0,0,0,0,0,0,0,0,0,0,0,2.138781548,0,0,0,0.636887729,0.361895561,0,0,0,267.0561523,0,0.872647405,0,1.938125849,2.477792978,0,0.305360377,1729.357544,3141.675293,38.79263306,3.429869175,0,581.9019775,100.9189987,48.80400085,93.76899719,38.08996964,-24.01018524,-7.781831264,3.837091923,7
3160,306382.6563,22,0,322.8530273,0,71.28862,0,0,0,0,0,0,66.2321167,0.13758935,4.110898495,0,0,0,0,0,2.999377966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083279736,0,0,38.1178627,0,0.12044394,0,0,4.695242882,0,3.409512043,2175.872803,4015.970703,33.91231918,14.7263422,0.608118832,825.7059937,105.9680023,68.69300079,77.10600281,115.4924011,1.141495109,-3.174409389,0.158764169,7
3161,306482.8438,23,0,401.3623047,0,50.52272415,0.175334007,0,0,0.147156462,0.219551027,1.560194612,93.53884125,4.10769558,3.72667408,0,0,1.108705521,0,0,0,0,0,0,0,0,0,0.5571751,1.52055192,0,0,0,0,0,0.568290234,0,0,228.489212,0,1.55401969,0.412587583,0,0,0,0.56324178,1332.700684,2433.230957,35.34917068,9.133811951,0,803.6190186,99.22200012,69.28900146,129.2700043,-39.180336,-28.44504929,-8.446164131,4.437321186,7
3162,306554.5625,21,0,443.7080078,0,34.70767593,0,0,0,0,0,0,51.4394722,5.201285839,2.701919317,3.302689791,2.207916021,0,0,0,0.25015524,0,0,0,0,0.389992565,0,0,0.108873896,0,0,0,0,1.562762856,0,0.418610781,0,114.7566376,0.12302497,0,0,0,2.814329147,0.22917591,4.401355743,1880.895142,3554.576904,55.94512177,6.045342445,0,786.2280273,100.2050018,61.96500015,70.50299835,17.82177734,-16.13487244,-5.74593544,1.943193793,7
3163,306778.9375,23,0,520.1607056,0,65.76073456,2.234691858,0,0,2.374839783,3.489940882,0,0,0,1.791303635,0.046109892,0,0.11561764,0,0,0.474785388,0.442994714,0,0,0,1.08596158,0,0,0,0,0,0,0,0,0,0,0,2.124388933,0,0,0,2.075601816,1.876223922,0,3.396405935,2016.929321,3470.759033,41.13090897,11.78876877,144.1167908,843.7819824,103.3470001,70.59899902,95.59100342,9.346852303,126.9734802,8.816390991,-5.709848881,4
3164,306816.8125,24,0,453.5862427,0,49.17052078,0.599630594,0.28586182,0,0.128694564,0.84465009,0,77.85452271,0.217016384,0,1.784039259,0,0,0,0,0,0,0,0,0,0,0,0,0.716821909,0,0,0,0,0.063373134,0.262959123,1.495082021,0,401.8734741,4.554008484,3.353794575,1.479633093,0.04728929,1.005465865,0.27274543,0,1631.856567,2660.39917,18.77692795,13.92744923,0,856.7089844,97.56900024,69.74199677,104.288002,112.9860382,-39.03606415,-7.352344036,6.325813293,7
3165,306842.5938,21,0,398.1507874,0.593613267,58.07944489,0,0,0,0,0,0,0.410090238,0,0.007285183,1.93429935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13609533,0,74.43664551,0,0,0,1.97028923,2.301941156,0,0.619930506,1918.771484,3340.322754,45.96589661,1.448358536,1.439442515,790.9140015,99.01399994,61.63999939,87.83699799,18.31220055,40.71107101,-0.233071387,-5.673870564,8
3166,306856.6563,16,0,243.9474792,0,78.39729309,0.242879242,1.89166832,0,278.6560364,0,5.709569931,0,0,0.551469088,0,0,0,0,0.932280242,0.378178149,0,0,0,0,10.79901123,1.244479656,2.230661392,0.13989453,0,0,0,0,0,0,0,0,0,0,0,0.865585566,497.0350647,1.723879099,1.068241835,0.081985623,1821.501953,3300.877197,42.96468735,10.85207939,0,533.9509888,82.15000153,39.51200104,102.9280014,-97.00130463,57.51715469,10.34642792,10.51613522,1
3167,307036.375,19,0.400651932,616.5148926,0,39.5184288,0.050172649,0,0,0,0.62126255,1.638014555,88.13349152,0.139886633,2.233192444,0,0,0,0,0,0.658250451,0,0,0,0,10.66027546,0,0,0,0,0,1.813261986,0,0.347663432,2.243327618,3.957401037,0,250.0313873,0.331928849,0,0,0,0.185599819,0,0.114876755,1584.971436,2877.762451,30.96517563,5.54370594,0,649.401001,91.31900024,52.49900055,112.0459976,5.357656956,-130.7553101,-6.347885132,6.699531078,7
3168,307087.5938,17,0,626.9153442,0,62.16713333,0,0,0,203.6977844,0,5.672856331,3.372844934,0,0,3.714261532,0,0,0,0,0.21383968,0,0.433624953,0,0,4.916989326,0,0,0,0,0,0,0,0,0,0,0,0,1.023481727,3.102026224,1.91934073,406.5513306,2.379914284,0,0,1691.178711,3104.749268,39.52484894,3.036782265,0.088260256,560.4489746,78.45500183,40.70299911,132.1459961,-81.34111023,48.4427948,10.47633171,9.860160828,1
3169,307121.2813,16,0,747.9677124,0.298879147,75.40609741,0,0,0,0,0,2.559117317,120.064064,3.411851168,0,0.565701067,0,0,0,0,0.44907856,0,0,0,0,0,0,0,4.134442806,0,0,0,0,0.291875601,0,0.533397436,0,467.3021545,2.556870699,0,0,0,5.603856087,0,2.970728159,1741.874146,3363.075684,29.21189117,6.163679123,0,572.5980225,84.88899994,40.54499817,90.01000214,-17.7565918,-94.22796631,-9.009654999,5.491895676,7
3170,307259.1875,16,0,449.6537476,0.874951363,74.27725983,0,0,0,0,0,0.799929321,95.52481842,3.237661362,0.074489892,2.429131508,0,0,0,0,2.868738651,0,0,0,0,0,0,3.136848688,4.723718166,0,0,0,0,1.198784471,0,0,0,267.8879395,2.00274229,0,0,6.239178181,0,0,0,1684.22522,2916.568115,26.99361801,2.05416584,0.722932041,589.7559814,83.10800171,39.68999863,94.2519989,34.46543121,-54.03765488,-7.165045738,4.265829563,7
3171,307310.25,16,0.210738331,197.7440796,3.259084225,72.54522705,1.348619938,0,0,0.153479129,0,0.265853345,0.871680737,458.3398743,4.215020657,1.693165898,0.068006776,0.580200911,0,0,1.459398627,0,0,0,0,0,0,0,0,20.37308693,0,0,0,0,0,0.117872238,0.534090161,92.51602173,0.760181904,0,0,0,0.926675141,0.66662693,4.864044189,1888.935059,3550.72998,23.53183556,11.26704216,0.96356231,583.6350098,89.72299957,43.11199951,91.07099915,-59.0827713,-72.253685,-1.232534409,-12.36716747,9
3172,307362.125,17,0,327.4292297,0.936157107,66.25793457,0,0,0,0,0,0,60.85465622,0.233534366,2.551855087,0,0,0,0,0,0,0,0,0,0,4.304349899,0,0,0.724802315,0,0,0,0,0.145653829,0,3.610986948,0,369.7546082,4.266554356,0,0.202009484,0.766712964,0.182779804,0,1.082865834,1546.645508,2736.456055,26.72865677,7.497613907,0,627.7789917,92.01399994,47.16400146,100.6340027,115.0735703,-7.913303375,-6.972071171,6.786224365,7
3173,307406.4375,19,0,694.5678711,0,103.671463,0,0,0,0.917993307,0,2.739669561,1.211469889,426.9697571,4.72325182,0.235738128,0,0,0.428002864,0.781665862,2.678754807,0,0,0,0,1.88403368,0,0,0,6.843097687,0,0,0,0,0,0,0,169.9429169,0.671592474,0,0.444515765,1.331107616,2.410647392,1.899754047,0.85494262,2012.330444,3562.004639,23.69211197,9.155125618,0,680.9130249,91.44300079,52.40200043,110.6699982,-59.63429642,-62.77400589,-2.273212433,-13.28865337,9
3174,307408.2188,16,0,417.2288208,0,55.36634827,0,1.568328977,0,0,0,0,105.7429886,6.211529255,6.373140812,0,0,0,0,0,2.388711929,0,1.976262212,0,0,1.470156789,0,0,0.797834754,0,0,0,0,1.162107587,0,0.200526357,0,222.1245422,1.446684241,0,0,0.411176234,1.363857627,0,1.827127218,1692.717651,3085.007568,36.49057388,5.337889194,0,546.0930176,89.69000244,42.51699829,64.56900024,-20.28584099,-39.72420883,-8.845473289,3.275062799,7
3175,307465.5938,17,0,700.137146,0,66.60178375,2.236422777,0,0,0,2.189564943,1.310747266,121.971489,1.932677746,0,1.907672763,0,0,0,0,0.393926501,0,0,0,0,0.289008021,0,0,0,0,0,0,0,0.808622062,0.407853365,0.118655778,0,307.8459167,7.903985977,1.132488608,0.487576395,0.618864357,0.163482428,0,2.553822994,1771.829834,3227.237305,39.9258461,8.537823677,0,571.9130249,85.23400116,44.14599991,118.223999,-5.839587688,-102.5684052,-8.107953072,5.477654934,7
3176,307468.8438,24,0,179.4224243,0,45.45343399,0,0,0,0,0,0,0,0,1.862602353,0,0,0,0,0,0,0,0,0,0.560671926,0.391430438,1.139993668,0,0,0,1.362091184,0,0,0,0,0,0,0,0,0,0,0,8.16770649,0,3.951077938,1683.091309,3153.394287,33.77468109,10.96044636,16.26917267,861.53302,107.2200012,76.41300201,93.99299622,60.50360489,42.33877182,5.855545044,-2.995981932,4
3177,307561.5938,24,0,561.9299927,0,19.51444435,0,1.80445087,0,0,0,4.191728592,93.31147766,0.287611008,2.090572357,0.57671231,0,0,0,0,0,0,0,0,0,0,0,0,0.226266578,0.634333968,0,0,0,1.522418022,0.983392477,0,1.497773051,340.0631409,0,0.092202872,0,1.879566908,0.863558352,0.901847303,0.031134238,1694.28479,2903.766113,37.14501572,3.760850906,0.7180866,846.7659912,105.0070038,74.96199799,93.8789978,41.49321365,-91.11798859,-7.198074341,6.219102383,7
3178,307602.9063,19,0,399.929718,0,47.44835663,0.945156097,0.503273964,1.030395269,0.570160031,0,5.214776039,0,229.8166809,0,2.408840656,0.899733186,0,0,0,0.476793051,0,0,0,0,1.633103728,0,0,0,0,0,0,0,0,0,0,0,68.63092041,0.433540016,0.49629271,0,0,0,0,1.142383337,1958.205078,3422.983887,27.04710579,5.237384319,0,677.1849976,84.3690033,47.06900024,81.63400269,-110.5929031,-11.48435116,-0.426555693,-11.90941715,9
3179,307664.0625,21,0,317.4621277,1.288086772,67.33439636,0.774550796,0,0,1.506047726,0,0.326044142,9.733644485,0,3.144472837,134.8663788,0.199066088,2.862495422,0.380690753,1.114133596,2.253138781,0,0,0,0,0,0,0,0,0,0,4.91481638,0.84642905,0,0,0,0,5.705670357,0,0,0,38.55499268,4.58762598,1.532930732,4.133573055,2030.239258,3570.705078,39.60998535,9.424888611,0,803.7630005,101.5540009,62.86600113,76.04799652,-19.84046745,28.79938698,7.630993843,3.77739048,2
3180,307722.75,21,0,666.4615479,0,57.58756638,0,0,0,1.11020422,0.930847168,0.057617236,0,392.019043,1.674095035,5.285533428,0,0,0,0,0.919654846,0.714236796,0,0,0,0,0,0,0,4.829268932,0,0,0,0.751544535,0,4.705350399,0,165.8393707,5.603280067,1.046392918,0,3.842972755,2.039325953,0,2.421900034,1986.056274,3280.139648,29.45701599,11.07734108,0,757.1740112,89.87400055,56.03499985,98.07099915,-70.02096558,-38.0577507,-2.116706133,-12.10415554,9
3181,307728.5938,20,0,671.7280884,0,104.8613434,0,0,0,0,0.534829497,0,108.6820526,0.163242862,8.775172234,0,0,0,0,0,2.561528921,0.996347606,0,0,0,0,0,0,0.571157277,0,0,0,0,0,0,3.045358419,0,165.9108429,0,0,0,0,0,0,0.609246612,2217.495117,3889.93042,36.31882095,6.497087479,0,703.9370117,95.05599976,56.18199921,72.37000275,-9.852797508,-126.2958984,-5.366911411,5.338716984,7
3182,307850.0938,25,0,423.598877,0,45.84750366,2.414900303,0.214728311,0,0,0,2.604054689,49.5153923,4.708357811,0,1.829723001,0,0,0,0,3.361891985,0,0,0,0,0.251771748,0,0,1.849161863,0,0,0,0,1.901185632,0,2.223715544,0,347.994751,2.209948301,0.346457541,0.277805805,3.044871569,3.936603069,0,6.075682163,1552.564453,2817.278076,27.48168945,11.46597004,0,857.8289795,88.55500031,65.59999847,110.5469971,38.70598221,-21.10260582,-8.395277977,3.883446693,7
3183,307866.4688,22,0,475.6676941,0,58.5941124,0,0,0,183.3521729,3.287205935,4.970253944,0,0.970544457,0.096021414,3.367772341,0,0,0,0,0,0,0,0,0,4.71506834,0,0,0,0,0,0,0,0,0,0,0,2.318148613,0,0,0,87.81417084,3.636226177,0.20921436,2.616237164,1483.376831,2719.436523,44.54486847,8.578186035,2.863088369,753.5100098,90.97200012,59.20199966,88.95500183,-60.62052536,4.606462955,11.70386219,8.530566216,1
3184,307910.7813,30,0,598.732666,0,161.1734467,0,0,1.171444178,0,0,0.716910541,0,0,1.294495583,1.854839921,0,0,0,0,0,0,0,0,0,0,1.058202624,0,0,0,0.533303022,0,0,0,0,0,0,0.494526654,0,0,0,2.159007311,1.889798999,0,0.639738619,3399.001953,5822.53125,68.10786438,22.06864166,138.9653168,1262.130005,144.1660004,120.2779999,80.70800018,9.692072868,126.8617325,8.883842468,-5.779855728,4
3185,308032.8438,21,0,623.2460327,0,45.54569626,0,0,0.461361498,0,0,0,83.22606659,3.269784212,0.373731196,0.812694609,0,0.620032549,0,0,1.02243948,0,0,0,0,0,0,0,5.07685709,0,0,0,0,0.413093925,0.417457879,0,0,152.4380188,1.830985546,1.305342436,0,0,1.071663499,0,3.886803865,1946.805542,3503.120605,50.17871475,8.404584885,0.587278306,735.0809937,97.49900055,60.52099991,72.54399872,3.834252834,-90.44828033,-6.613048077,2.925548315,7
3186,308134.375,20,0,276.9239807,0,57.48702621,2.639948606,0,0,0,0,2.994482279,0,0,2.557446003,2.625222206,0,0,0,0,1.916057944,0,0,0,0,0,0.657634318,0,0,0,0,0,0,0,0,0,0,1.719149113,0,0,0,1.241810083,0.489353448,0,2.080191612,1678.146851,3328.17334,44.14674377,13.93648052,6.364483833,762.190979,94.05899811,55.68600082,84.80799866,39.66427231,54.53011703,4.839644909,-3.351334572,4
3187,308157.625,17,0,177.5685883,0,51.42013168,1.057393193,0,0,0.733778656,0,2.405647516,1.291453958,310.322998,2.260649681,1.871317983,0,0,0,0.667411983,0,0,0,0,0,0,0,0,0,3.560459375,0,0,0,0.152089953,0,0.286696345,0.905091465,51.14836121,0.971391439,0,0,2.770146847,6.063531876,0,1.863601208,1938.922485,3606.145264,43.36660004,4.633492947,0,614.4249878,99.98000336,50.49399948,67.38400269,-62.63946533,-41.7469902,-0.599033535,-11.66928101,9
3188,308230.0313,18,0,849.3818359,0,54.96700668,0,2.431717396,0,0,1.184839845,0,0,0,2.55603385,0.079651937,0,0,0,0,2.823828697,0,0,0,0,0,0,0,0,0.703932822,0,0,0,0,0.015775057,2.186911345,0,234.4453278,0.3526842,0,0,59.83166885,2.467307568,0,0.422255963,1719.121582,3335.520508,33.02692795,6.943775654,0,649.1939697,96.91799927,53.06499863,113.6009979,-44.12350082,-4.752748966,0.025323207,-5.937761784,8
3189,308255.25,21,0,326.1983643,1.12095511,80.22952271,2.119845152,0,0.346304923,0,0,2.329329252,3.603345871,0,4.675125122,144.8464966,0,0,0,0,3.539446831,0,0.727811873,0,0,0.619977057,0,0,0,0,0,3.125574589,0,0,0,0,0.488574654,0.173051685,0,0,0,83.37308502,4.877844334,0,4.298249722,2605.709473,4514.749023,57.69260788,8.033820152,0,720.2369995,98.01899719,61.47399902,91.24199677,-52.02054977,14.79990864,6.599372864,3.592982769,2
3190,308387.5,19,0,649.5549316,0.892113626,38.86135101,0,0,0,0,0,2.273024797,91.32524872,0,1.99875021,0.744570434,0,0,0,0,0,0,0,0,0,0,0,0,5.262804985,0,0,0,0,1.40664649,0.12425103,0,0,266.7198792,1.026670694,0,0.974835396,0,0,0,2.529062986,1666.49707,3127.931152,21.0836792,7.020589352,0,588.7739868,81.22699738,46.40100098,118.9899979,0.322988182,-138.3329773,-6.790736675,6.453794479,7
3191,308491.3438,23,0,264.1695557,0,100.8841324,1.959686637,0,0,119.5643539,0.675716758,3.484053373,0.01064207,0,0,4.732731342,0,0,0,0,0.812949002,0,0,0,0,2.677252531,0,0,0,0,0,0.840165913,0,0,0,0,0,0.841409445,0,0.22061424,0,418.7206421,3.61790967,0.69424957,1.727958441,1472.156494,2487.366699,48.69788742,8.727675438,0.98650825,892.1129761,95.30799866,64.37999725,80.13600159,-95.847229,38.84843063,10.30824375,9.442138672,1
3192,308526.25,24,0,495.7081299,0,58.20872116,0,0,0,0.135182902,0.938040495,0,94.42948151,2.765143394,0.230925828,0,0,0,0,0,0,0,0,0,0,1.152630329,0,0.781110048,3.299621344,0,0,0,0,0.084966548,0.106811725,0,0,226.2828979,2.001417398,1.147909641,0,4.30729723,8.967968941,0,0,1616.506836,2974.394531,25.90830612,8.480138779,0,802.9489746,90.95400238,64.66899872,97.38800049,35.18980408,-60.95397568,-6.712944031,4.154898167,7
3193,308568.5625,18,0,557.6708374,0,20.20999908,0,0,0,0,0,2.157839537,0.997415304,1.008688688,1.49990356,0.071581326,0,0,0,0,0.256782562,0,0,2.987576723,0,0,0,0,0,0,0,0,0,0.484393865,0,0,0,0,0,0,0,2.189208031,0,0,1.973406672,1981.821167,3753.932617,30.78416443,13.53721237,141.5237122,680.4760132,86.16899872,46.17900085,96.49700165,9.675078392,128.1289825,8.975139618,-5.88732481,4
3194,308604.25,24,0,509.0330811,1.29262948,61.71421051,0,0,0,140.6785278,0.701066613,3.821839333,0.226435199,1.872685552,2.946138382,4.662112713,0,0,0,0,0.357202619,0,0,0,0,7.545140743,0,1.305288911,0,0,0,0,0,0,0,0,0,0,0,0,0,223.5850525,0.501744866,1.442087173,0.189609006,1487.286255,2584.986572,29.37094116,2.831012726,1.296093702,928.9060059,96.92099762,69.29399872,113.4749985,-85.75771332,28.85027695,10.63260269,9.271380424,1
3195,308893.5313,18,0,428.5544434,0.273275882,64.8825531,1.587972879,0,0,257.2966309,0,7.523180008,0,0,0.262040615,21.1179924,0,0,0,0,1.552293658,0,0,0,0,0.871780932,0,0.215928942,0,0,0,0,0,0,0.895772994,0,0,0,0,0,0,62.64093018,0.21233359,0.089439556,4.514026165,1715.157104,3206.01416,44.49902344,4.848636627,0,612.7030029,97.46800232,53.06499863,99.20500183,-46.00807953,-5.244753838,10.44139481,8.691028595,1
3196,309026.8438,21,0,614.7466431,0,67.60312653,0,0,0,0,0,0,75.13780212,7.370088577,4.751511574,0.94265902,0,0,0,0.318553656,2.515606165,0,0,0,0,0,0,0,0,0,0,0,0,0.56292063,0.449864686,4.546021461,0.172304511,203.2138824,0,2.694999695,0,0,2.193509817,0,0.947517872,1671.062622,3053.536865,30.5755825,4.791266441,0,724.0089722,95.85800171,60.2859993,99.96600342,-22.47580338,-11.40295696,-8.44521904,2.328588963,7
3197,309363,19,0,813.2606812,0,42.127491,1.324956417,0,0,0,0,2.075419664,95.44424438,0,0,1.09404254,0,0,0,0,4.681064129,0,0,0,0,0.896755159,0,0,0,0,0,4.607763767,0,0,3.437155247,0,0.052668501,362.9553528,0.934031963,0,0,4.831280231,2.547176838,0.636648953,4.615609169,1738.88916,3350.988037,39.60574341,3.450587034,0,638.6630249,85.95899963,48.38100052,89.73200226,48.54855728,-73.92677307,-7.281715393,5.522698879,7
3198,309389.5,21,0,194.5854797,0,75.87307739,0,0,0,0,0,1.189983606,0,0,0.468119323,0.112355806,0,0,0,0,0.014573733,0,0,0,0,1.032652736,0,0,0,0,0,0,0,0,0,0,0,3.29761219,0,0,0,0,1.968391418,0,0.496571749,1726.928101,2903.046143,15.60756397,8.218326569,21.29564476,741.7030029,104.7139969,65.26599884,77.875,63.8100853,52.57571793,6.498399258,-3.943277836,4
