Filename: 2019-01-18 Rotation Phospho-flow Exp BAD Unstim_01_0_CD45_viSNE_UMAP_FlowSOM.fcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event #,Time,Event_length,75As,89Y_CD45,103Rh_Rh,138Ba_barium,139La,140Ce,141Pr,142Ce_CD19,143Nd,144Nd_p-PLCy2,145Nd_CD4 (v),146Nd_CD8a (v),147Sm_p-STAT5,148Sm_CD14,149Sm,150Sm,151Eu,152Sm,153Eu_p-STAT1,154Gd,155Gd,156Gd,157Gd,158Gd_p-STAT3,159Tb,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,166Er,167Er,168Er,169Tm,170Yb_CD3,171Yb,172Yb,173Yb,174Yb_HLA-DR (v),175Lu_p-STAT6,176Lu,190BCKG,191Ir_Ir,193Ir_Ir,194Pt,195Pt,209Bi_CD16 (v),Center,Offset,Width,Residual,tSNE1,tSNE2,UMAP1,UMAP2,cluster
390,126200.3672,19,0.502826869,341.1767273,0,71.45689392,0,0,0,0,0,1.126924634,71.76127625,4.893075943,0,0,0,0,0,0,0.776104569,0,0,0,0,1.687637687,0,0,0.455153137,0,0.907762468,0,0,1.672280073,0,5.003905296,0,286.852478,3.389175892,1.97270596,0,1.364451766,0.261133492,0.783315778,2.912399054,1518.564209,2906.433838,30.23488045,9.456707001,0.472603351,651.9279785,92.81400299,52.92900085,98.32099915,36.34185791,-37.39707947,-8.665187836,4.32907486,7
391,126320.8438,24,0,434.8128967,0,55.05827332,0,0,0,1.994868398,0,0.517475903,43.87277222,4.820201397,4.471335888,1.458646297,0,0,0,0,0.507213354,0,0,0.431003749,0,0.47221157,0,0,0,0,0,0,0,0,1.880528808,1.980852365,0,175.1569519,1.612896681,0,0.376931518,3.235526085,0,0,0,1696.631714,2890.675049,41.22858047,11.31532478,0.055195101,877.6149902,107.2509995,76.38300323,97.0039978,37.54381561,-14.91502857,-6.511770248,2.757674694,7
392,126356.875,17,0,257.7211304,0,53.99830627,0,0,0,0,0.023099819,3.402456999,104.5882263,7.916520119,9.684817314,1.70333755,0,1.217131138,0,3.204963207,1.597563267,0.843077123,0,0,2.981067657,2.56637311,0,0,0,1.108857274,0,0,0,2.098034143,0,1.00894618,0,245.6881256,0,1.377376676,0.15592505,0.848438799,0,0,0,1626.306152,2869.823486,37.5100441,6.051844597,0,616.0770264,89.66300201,46.02099991,104.0660019,-13.84573555,-38.56460571,-8.867884636,2.838538885,7
393,126459.5859,25,0,515.5001831,0.3480708,60.27109909,0.573819458,0,0,0,0.35062167,0.366815776,56.74977112,0,4.929587841,8.736384392,0,0,0,0,0,0,0,0,0,0,0,0,0.195545197,0,0,0,0,0,0,0.612191796,0,199.5861359,0.721256018,2.935858965,1.422917128,0,0.462986827,0,0.816797912,1470.497192,2698.697998,25.62913513,2.439081907,0.552280307,891.9470215,98.44200134,73.77799988,119.5350037,113.3802185,7.511962891,-5.992440224,3.825136423,7
394,126480.5625,22,0,1199.636841,2.413033485,104.3879013,0.268332601,0,0,197.2172394,3.230242252,0.273306131,70.35520172,0.058551107,0.681841433,0.616274118,0,1.027112246,0,0,1.495453596,0,0,0,0,2.842410803,0,0.806065619,0,0,0,0,0,0.680755556,0,2.550465822,0.421895713,137.4082489,2.359363079,0.958873749,0.750650227,269.5047302,5.010512829,0,1.180280685,3619.254883,6484.730469,46.42797089,8.578788757,2.054518461,718.2000122,89.90100098,59.10200119,105.0920029,-45.19957733,73.51598358,6.997100353,9.828299522,1
395,126489.1406,20,0,269.7735596,0.972729862,52.05853271,0,0,1.011051893,0,0,0.736376405,0,0.342712045,0,0,0,0,0,0,0.056295063,0,0,0,0,1.412077069,0,0,0,1.216469407,0,0,0.803463578,0,0,0,0,0,0,0,0,0,0.296274871,0,0.9569664,1697.322754,3167.342529,38.73330307,10.27779102,105.8029709,749.473999,107.5100021,63.83499908,87.43099976,25.99146843,119.6577911,9.685678482,-5.603077888,4
396,126571.8906,18,0,243.0314484,0,40.95807648,0,0,0,0,0,0,0,90.36397552,0,0,1.006211877,0,0,0,0,0.79249084,0,0,0.354623049,2.041007519,0.153706074,0,0,4.564153671,0,0,0,0,0,0,0,0,0,0,0,0,0.21185635,0,2.526859283,1744.254883,3316.773438,53.54221725,1.244950414,9.922496796,659.2719727,104.4660034,55.65299988,65.20700073,-11.51005268,68.55361938,3.977829456,-7.124205112,4
397,126597.5,18,0,201.856842,0,53.37417221,0.250880718,0,0.840596497,0,0,0,0,0,0,1.012509704,0,0,0,0.528331339,0,1.935544133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453744054,0,0,0,0.247492939,5.036874294,0.880999684,0,1689.092163,3013.347168,34.04050446,9.436840057,6.234733105,658.6350098,99.55400085,52.87200165,57.76399994,30.02479172,51.1135025,4.577887535,-3.222880363,4
398,126647.5938,19,0,363.8280029,1.612575889,34.61817932,0,0,0,0,0.193957344,3.563645363,69.90372467,5.045852661,6.277574539,1.795214176,0,0,0,0,1.035840631,0,0,0,0,2.277895927,0,0,5.452513695,0.01712817,0,1.142053127,0,2.495959282,0.905850053,0,0.138998464,414.2158203,0.648200989,0.953457773,1.029841304,0.916971624,0,0.19803296,0,1485.293701,2795.462891,45.00481415,9.863254547,0,706.6019897,89.57299805,50.60400009,93.1269989,34.6423645,-38.35995102,-9.046483994,4.579405785,7
399,126667.5781,23,0,461.1060486,0.319269419,66.8187027,1.187653184,0.958189249,0,0.916259646,0.868796647,0.441138297,80.72666168,1.97525537,4.391341686,0,0,0,2.544342041,0,0.018355675,0,0,0,0,1.807766438,0,0.851049066,0,0,0,0,0,0.494671345,0.518102527,0.104676925,0,154.6524811,0.301496685,0,0,0.272882193,0.133470133,0.696920335,0.780515075,1560.007446,2787.033203,37.6713028,21.39202118,0,889.6190186,108.6279984,73.66300201,90.59899902,28.39985847,-84.44813538,-5.404074192,4.52260685,7
400,126770.3516,23,0,478.0811768,0,88.0114212,0,0,0,0,0,0,86.62458801,2.783658028,5.770938873,1.164572358,0,0,0.946333528,0,0.564575434,0,0.629264891,0,0,1.885071397,0,0,0,0.244202852,0,0,0,0.556086183,0,0.747646511,0,230.9026794,0,0,0.168023854,2.04938674,0,0,1.94872582,1711.879761,3052.504395,34.82360458,7.372511864,0,837.3270264,93.68699646,63.52899933,86.34600067,28.60664177,-68.44563293,-7.314807415,4.577140808,7
401,126820.6641,19,0,402.0881348,0,70.68861389,0,0,0,0,0,0,0,52.83087921,1.666454911,2.099567413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147661209,0,0,0,0,1.294746399,1879.781372,3376.267578,35.29884338,10.65139103,11.51003456,673.9680176,107.3239975,61.75400162,109.2089996,-7.811532021,70.53997803,4.226854324,-6.829129219,4
402,126821.6641,22,0,425.8293762,0.598274946,69.1991272,0,0,0,1.881830335,0,1.080156326,0,0,3.258085728,0.710726559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39852798,0,0,0,0,1.634683013,0,0,0,0.666151285,0.19027999,0,2.252449751,1662.651978,3109.699463,40.09717178,3.729240417,110.2088928,858.5310059,97.88999939,63.45999908,82.4960022,20.31422424,131.3133087,8.987829208,-5.438091278,4
403,126893.8828,20,0,485.5586243,0,59.29002762,0,1.164725542,0,0,1.46544981,0,72.7720871,0.830265343,1.798077822,0.866458654,0,0,0,1.515704751,0,0,0,0,0,0,0,0,0,0,0,0,0.38043651,3.140048027,0,1.922870159,0,221.5637512,5.231571198,0,0,0.218071774,5.868476868,0,0,1501.933594,2746.182373,38.80228424,18.09094048,0,691.9370117,90.90399933,54.50099945,104.8170013,101.9499512,-50.05157471,-5.766480923,5.852225304,7
404,126903.1875,17,0,509.5378113,0,56.47600937,0,1.709886789,0,0,0,2.475375891,84.13101196,2.964281797,6.473278522,1.434352517,0,0,0,0,0.588763177,0,0,0,0,0,0,0,3.91870451,0,0,0,0,0.667405188,0.380245537,1.51356113,0,287.9169922,1.796254158,1.9254179,0.981524229,1.183818817,0,0,1.968133688,1614.136108,3087.972168,36.6097374,6.767609596,1.181353331,603.8380127,76.69499969,39.36299896,127.0930023,19.51144409,-76.03838348,-8.116415977,5.010406494,7
405,126988.7891,17,0,657.5641479,0,53.00434494,0,0,0,0,0,2.718765497,99.33327484,3.475759268,0.492518634,0.143921807,0,0,0.243428096,0,2.219783783,0,0,0,0,0,0,0,0.257952601,0,0,0,0,1.962998509,0,2.655406713,0,252.0795441,5.049683571,0,0,0,0,0.293471038,1.19649601,1732.827026,2968.117188,29.58959389,9.068007469,0.116396047,660.1829834,91.49099731,46.50600052,90.58100128,-17.02074623,-76.94158936,-8.404375076,4.963521004,7
406,127127.5625,16,0,309.1418152,0,74.80656433,0.855974019,0,3.041089296,0,1.080801964,4.126142025,1.154746175,351.6419983,6.795070648,5.213830471,0.823281169,0,0,0,0.210500032,0,0,0.919389188,0,0,0,0,0,18.06964111,0,0,0,0,0,0,0,74.82843781,0.627868772,0,0,0,0,0,0,1889.075439,3454.375977,25.94655418,5.719617367,0.935015202,595.6710205,90.83300018,43.93899918,99.89099884,-87.52809143,-49.97644806,-1.240182042,-11.35648727,9
407,127133.6953,18,0,609.7596436,0.463016272,66.65086365,0,0,0,0,0,4.651904106,0.845860958,630.4276733,1.561849236,2.157867908,0,0,0,0,1.356380701,0,0,0,0,0,0,0,0,9.906582832,0,0,0,1.139549375,0,0.031958513,0,339.7367859,0,0,1.197751164,1.894833803,1.864908695,0,1.326020837,1799.439087,3230.457764,29.31004715,3.510729074,2.507606983,569.1900024,78.66200256,42.39099884,117.0490036,-70.21715546,-46.12984085,-2.716912746,-12.99932098,9
408,127421.1328,24,0,275.3728333,0.011346879,60.27496338,0,0,0,0,0,0,4.747786522,1.04143846,3.875708103,0,0,0,0,0,0.348716766,0,0,0,0,2.562135696,0,0,0,0,0,0,0,0,1.042723656,0,0,4.002487183,0.958252072,0,0,0,2.858761549,0,0,1698.327271,3241.362549,72.84818268,7.709269047,12.85922241,917.9990234,104.7340012,73.93000031,83.06500244,35.28211212,60.1786499,5.563961983,-3.855319023,4
409,127443.5313,19,0,411.3569031,0,59.56062698,0,0,0.028948396,0,0,1.221402049,75.1891098,3.497288465,1.59045136,0.644320488,0.087181769,0.990084827,0,0,2.389308929,0,0,0,0,0,0,0,1.290954828,0,0.986849785,0,0.441001594,0,0.754911602,0.695935905,0,74.42154694,0,0,0,0.525463283,2.019117594,0,5.389992714,1946.831421,3486.009033,33.09787369,10.36909771,0,655.1959839,98.78900146,56.53900146,98.04399872,63.82636642,-37.46964264,-4.790410995,1.120052099,7
410,127461.6797,24,0,761.3444214,0,31.11081314,0,0,0,0,0,5.564653873,124.3434677,6.085249901,3.35286212,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524047136,0,0,0,0,0,0,0,3.810531616,163.5794067,0.492456108,1.402937174,0,21.48750687,3.960879326,0,0.358788818,1903.215942,3404.125977,50.8222847,7.57149601,0,854.3120117,95.07900238,68.25700378,114.8889999,-27.37618828,75.90157318,-1.51740253,2.192405701,7
411,127586.2891,20,0,314.242981,0,55.76040268,0,0,0,2.980066299,0,0,42.06454086,2.82003665,0,0,0,0,0,0,1.975894451,0,0,0,0,0,0,0,3.52721405,0,0,0,0,0,0,0,0,28.10335922,0.082535192,0,0,0,0,0.818747282,0.476347476,1798.74353,3237.853027,44.16963959,6.696785927,0,739.289978,94.43699646,55.74100113,75.52899933,38.02308273,4.672357559,-3.073055983,-0.904719293,7
412,127644.0234,22,1.242962122,731.868103,1.037906408,48.8842659,0,0.63051182,0,0,0,7.88604784,17.09191132,11.34082699,0,270.5447388,0.756441653,1.174575448,0,0.982785881,4.234844685,0,0,0,0,1.524649024,0,0,0,0,0,13.36743164,0,0,0,0,0,3.300321817,0,0,0,75.22328186,0.299292624,0,5.049950123,2742.835938,4893.443848,31.84064293,15.18239307,0,798.4320068,90.66100311,58.72100067,84.8259964,-44.21279526,57.91043091,7.228371143,4.960860252,2
413,127685.1563,18,0,953.31604,0,60.85190582,0.080412157,0,0,3.017133474,0,1.623511076,3.537540197,296.9253845,0.824681103,0.520886362,0.865280867,0,0,0,1.207188368,0,0,1.024411082,0,0.151007369,0,0,0,10.7602272,0,0,0,1.120046496,0.042977288,1.023420691,0,198.706131,2.261829853,0.842114091,0,0,0.24269031,0,3.002928257,1752.659302,3181.259521,30.24017715,4.938922405,0.086851783,614.6190186,77.22000122,43.0530014,153.9140015,-46.11761475,-50.77175903,-2.508981943,-12.36052322,9
414,127765.2109,17,0,203.4776459,2.076288462,37.78510666,0,0,0,0.249773875,0,0,1.432347417,100.5016403,4.540797234,2.155189514,0,0,0,0,0.846425831,0,0,0,0,0,0,0,0,13.32549191,1.020997405,0,0,0,0,0,0,0,0,0,0,2.215842724,0.804387033,0,0.2230739,1516.252075,2728.084473,29.95239067,5.968050957,7.054775238,619.7269897,89.75299835,44.98099899,64.44499969,-11.47293854,66.99764252,3.947124004,-7.033102036,4
415,127806.8359,25,0,776.6605225,0,147.0702515,0,0,0,0,1.728444457,4.157500744,142.0086823,2.036653519,0.896924078,4.920204163,0,0,0,0,7.678769588,0,0,0,0,1.429892778,0,0,0.484865069,0,0,0,0,0.149484515,0.088611938,2.663597107,0,169.3933868,0,0.856184304,1.072160482,65.4775238,5.560704231,0,7.464839458,4037.440186,6661.118164,59.09429932,11.44444561,0.04737014,957.2160034,85.10299683,61.14699936,54.90299988,-33.38495255,71.43254089,-1.238636017,2.171133041,7
416,127811.625,26,0.125233442,589.1020508,0,113.1067963,0.214928582,0.454257488,0,0,7.296595573,0.84921056,35.0807724,8.803226471,0.33601594,1.433681488,0.077840306,0.260725707,0.565231442,0,5.149999619,0,0.975111663,0,0,0,0,0,0.091128655,0,0,0,0,0,0,0,0,46.3164978,0,0,0,5.991690159,4.808146954,0,5.710936069,3586.026611,6381.450195,61.62591934,11.01687241,23.4274559,958.8449707,84.26599884,63.29899979,78.72200012,-19.72827911,59.49200058,-6.062040806,-1.844036698,7
417,127822.9453,19,0,690.2105713,0,63.41763687,0.957575738,0,0,0,0,0.340252578,148.684021,24.62641144,0,0.591596425,0,0,0,0,0,0,0,0,0,4.739887714,0,0,0.923529446,0,0,0,0,0,0,2.653409719,0.074105546,62.61215591,1.057754755,1.746732831,0,4.126691341,8.347448349,0,8.125805855,2250.099854,4144.246582,32.35314178,8.581336021,1.053657055,729.7319946,92.50499725,52.4469986,96.70300293,2.479826927,-7.432301521,-6.135984898,0.532939374,7
418,127842.9531,18,0,324.9749451,2.770479202,112.9385986,0,0,1.016585231,1.236471772,0.406610489,6.499220371,10.24912167,6.717960358,6.817485332,304.9176025,0,0,0.606135488,0,5.241598606,0,1.019369125,0,0,2.181295633,0,0,0,0,0,8.080945015,0,0,0,0.346967071,0,2.620907068,0,0,0.366850078,23.76436234,0,0.623401701,3.463338852,2712.720459,5001.798828,40.53749466,7.290283203,0.642125487,665.0230103,92.5039978,49.76900101,92.38400269,-21.34697723,40.69865799,8.131602287,3.782419205,2
419,127849.4922,18,0,633.2109985,0,80.03456879,0.399606675,0,0,238.2977905,0,0,0.348853678,0,0,4.999350071,0,0,0,0,1.619203091,0,0,0,0,3.481266499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.3065262,2.334387302,0.575053215,0.676803112,1632.093872,2918.881348,55.61541748,6.690204144,0.99965322,651.0780029,88.28800201,47.34400177,92.15899658,-76.32816315,7.953976631,11.33215141,9.150653839,1
420,127912.9688,20,1.606311917,459.8848572,1.769554853,69.98542786,0,0,0,0,0,0.086913601,115.663559,2.062863111,0.172501743,0,0,0,0,0.905769646,3.342876673,0,0,1.666279554,0,0,0,0,0,0,0,1.745871663,0,0,0,0,0,88.19477844,0,0,0.743487358,0,1.411490798,0,0.222054213,1864.731445,3563.961182,32.96232224,10.767766,0,726.4359741,96.96199799,57.49399948,80.96299744,-9.377364159,-109.6662827,-4.650259495,1.909312606,7
421,127941.9297,18,0,329.9269104,0,66.04167938,0.671104133,0,0,0.449338704,0,0.968461633,0,0,1.037828326,0.850967586,0,0,0,0,0.133775905,0,0,0,0.777932823,1.47692585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265313864,1.866936445,0,0.878624678,1683.369629,2860.230957,39.539608,4.284481049,0.05447508,607.4710083,90.71099854,48.68799973,84.66000366,18.19649696,35.03582764,3.345703363,-2.48392415,4
422,127963.3438,17,0,139.5753479,0,69.18215942,0.024111297,0,0,0,0,0,0.569671631,0,7.619336128,1.806478739,0,0,0,0,4.509239197,0,0.893217266,0,0,0.773240566,0,0.803021371,0,0,0,0,0,0,0,1.052388191,0,1.003104925,0.120656088,0,0,2.905234337,2.12102437,0,2.202355146,1939.336304,3329.335938,28.01856422,5.604897499,74.7045517,652.4429932,95.68900299,48.09999847,65.22200012,42.35529327,76.17597961,8.322235107,-4.972178936,4
423,128101.5,27,0,533.4297485,0.931968033,57.38570786,0,0,0,0,0,0,67.30791473,7.275270939,0,1.753140688,0,0,3.008464336,0,4.449687004,0,0,1.379871249,0,0,0,0.311531693,0,0,0,0,0,2.133365393,0,0,0,85.97460175,0.099869847,2.170649529,0,0.487433553,3.154982328,0,1.4406147,1717.679688,3342.869385,60.07027817,8.481169701,0,1042.019043,101.0930023,80.73799896,108.7200012,14.05430412,-41.94508362,-6.092906475,1.089038134,7
424,128109.2422,19,0,582.4595337,0,56.47357178,0,0,0.427777916,1.172124982,2.471377373,2.812256813,113.5514908,0,0,0.227429822,0,0,0,0,0,0,0,0,0,0,0,0,5.435853958,0.016811196,0,0.899500608,0,3.322071791,0.421082258,2.788809061,0,270.8712463,2.780813694,0,0,0.171122521,1.345226407,0.917485833,2.272882462,1711.084229,3056.865479,35.62350845,8.572360039,0.005604537,663.2609863,93.95200348,53.3370018,90.81199646,-19.90129089,-131.0077515,-7.06455183,6.339707375,7
425,128515.4297,18,0,541.5177612,0,72.50751495,1.20531261,0,0,0,0,0.942932367,0.713926971,7.204922199,1.04265821,0.300272465,0,0,0,0.876882613,2.964425564,0,0,0,0,0,0,0,0,0,0,0.411516994,0,0,0,0,0,0,0,0,0,0,0,0,6.51885128,2101.248779,3941.187012,43.42034912,3.30107832,107.4286957,634.9390259,89.05799866,48.49499893,111.6940002,15.8067112,102.3095093,7.328393936,-6.327116966,4
426,128516.6797,22,0,487.8089905,0,43.90195465,1.857440948,0,0,0,0,2.033889055,0,1.36727953,2.129838467,0.744289041,0,0,0,0.810763061,0.983722627,0,0,0,0,0,0,0,0,0,4.238037586,0.734224558,0,0,0,0,0,0,0,0,0,0,0,0,4.118058205,1900.656494,3340.575928,36.17750549,5.021955967,79.52812195,785.6119995,96.84200287,63.31200027,92.66699982,27.66086388,112.7683487,8.973042488,-5.084282875,4
427,128609.2813,23,0,547.2549438,0,41.23096085,0,0,0.423865914,0,0,4.925008774,73.66140747,1.198469043,0,0.950965762,0,0,0,0.067793794,1.202715158,0,0,0.341806799,0,0.777583957,0,0,0,0,0,0,0,0,0,1.932439446,0,44.56449509,0,0.509137094,0,0,2.942106485,0,0.019661939,1786.222412,3064.743652,38.35073853,5.496398449,0,850.5109863,106.2060013,73.08799744,112.322998,97.10490417,-55.80804443,-3.560695171,0.428477824,7
428,128617.9844,17,0,180.9510498,0,105.3676529,0.126543254,0.858072102,0,73.06090546,0.089278527,3.064798594,0.634963453,0,0.902942896,1.936037421,0,0,0,0,0.691300929,1.041110992,0,0,0,5.562735081,0,0,0.676802456,0,0,0,0,0,0,0,0,1.04720962,0,0,3.727357626,128.0918884,6.704236031,0,1.607341528,2557.578369,4332.371094,48.12907791,7.889156342,0,668.4019775,89.07800293,44.24100113,46.26300049,-71.11647034,16.82660294,11.04586601,8.274708748,1
429,128659.9453,17,0.513813794,770.9754639,2.019790411,37.34039688,0.446893901,0.442017257,0,3.414304495,0.555898607,0.793027759,1.491149664,439.6192322,0.134869158,5.236742496,0,0,0,0,2.845542669,0,0,0,0,2.409721851,0,0,0,10.90667534,0,0,0,0,0,3.102828264,0,201.2547607,1.269517064,0,0,1.154646397,0.198290259,0,6.579565048,1758.443359,3132.081299,25.69286156,3.736265898,0,579.3709717,85.88300323,44.03499985,105.8509979,-58.84367752,-62.71424484,-2.522151947,-12.05079269,9
430,128730.4844,18,0,482.2353821,1.276863575,50.93171692,0,0.47884959,0,1.395287395,0,0,0,308.9666138,7.33427763,1.166019082,0.634702086,0,1.441669226,0,3.138245583,0,0,0,0,0,0,0,0,0,0,0,0,1.575288534,0,1.4706738,0,215.4252014,4.861262321,0,0.693025887,2.205548286,0,0,0.423556,1564.333374,2742.024658,28.1282692,4.730279446,0.829708576,610.3569946,93.40699768,50.19400024,82.13400269,-77.40003204,-42.30427551,-2.055960417,-13.22237301,9
431,128734.2969,16,0,234.0311127,1.23419416,76.21335602,0.385958105,0,2.480362177,0,0,1.006605268,56.01749802,6.829528809,6.725935459,0,0.701096892,0,0,0.666683495,0,0,0,0,0,1.552488089,0,0,1.61083281,0,0,0,0,0,0,0.908439934,0,81.45652771,0,0,0,0,3.553062201,0,0,1495.688232,3042.592773,33.73997498,5.573562622,0,625.0560303,102.7819977,49.29600143,87.54199982,8.570583344,-18.93972588,-5.646786213,0.793053448,7
432,128756.7188,16,0,261.1667175,1.586459756,75.83804321,0,2.226565838,0,0,3.872755527,4.794094086,0,0,0.532093644,201.7765656,0.819994926,2.701519966,0,0,6.868796825,0,4.324947834,0,0,0.637524784,0,0,1.141255379,0.820718765,0,5.310760021,0.60271138,0,0,0,0,0,0,0,0,26.01042175,2.034538984,0,7.509091854,2460.386475,4195.913574,40.30831528,4.886157513,0.534795403,597.8839722,97.84799957,46.61100006,70.6760025,-17.75914383,3.17837739,7.573676586,2.525235653,2
433,128869.1563,22,0,463.6463318,0,64.89498901,0,0,0.966710091,0,0,0,59.65534592,4.716641903,1.94803226,1.041066408,0,0,0,0,4.632191181,3.471414804,0,0,0,2.481527328,0,0,0,0,0,0,0,1.532695651,0.267240316,4.953784943,0,374.478302,0,0,3.999563694,0,0,0,4.330857277,1505.439941,2811.092285,32.76889801,14.27221584,0,795.565979,93.63899994,61.56499863,108.3679962,15.2108202,-34.02378845,-8.790354729,4.592836857,7
434,128910.8984,18,0,348.7132568,2.302004099,52.7700882,0,0,0,0,0,5.204264641,0.965463996,51.55528641,1.07210207,2.595922947,0,0,0,0,2.842458487,0,0,0,0,0,0,0.973249316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455518186,3.839634895,0,0.061676372,1676.245117,3140.977295,29.71277237,10.53573227,4.377962589,636.7529907,104.6620026,55.73699951,56.36700058,-7.226671696,64.02518463,3.72077179,-6.560455799,4
435,128969.3516,22,0,218.5101013,0,54.30442047,0,0,0,0,0,0,0,47.23232269,0,0.802377701,0,0,0,0,1.800504804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767106473,0,0,0,0,0,0,0,2.611330748,0.019631231,0,1609.352051,2888.099854,36.166008,12.85959339,11.07872581,826.3980103,105.7699966,68.96199799,91.38300323,-5.274353981,70.4938736,4.1800704,-6.789730072,4
436,128978.9297,20,0,434.9623413,0.699952841,64.50450897,0,0.045128707,0,134.0779877,0,8.038516045,0,0,1.86792326,0,0,0.659105957,0,0,0,0,0,0,0,2.096065283,0,0,0,0,0,0,0,0,0.58507067,0,0,1.077945709,0,0,0.795401573,84.85558319,0,0,1.663295746,1530.747314,2739.45166,40.52890778,6.500599384,0,705.1259766,88.99199677,53.09400177,101.7570038,-68.34924316,-2.554162264,11.85545635,8.318761826,1
437,129013.2656,23,0,317.2394104,0.233757272,73.65618896,0.064356789,0,0,0,0,10.71746159,21.22567749,10.70386982,0.812363684,263.9617004,1.405560493,7.526183128,0,0,3.341924191,0,0.558039188,0,0,1.220732808,0,0,0,0,0,2.252517462,0,0,0,0,0,0,0,0,0,49.08526611,4.033706665,0,4.068528175,2222.322266,3668.443848,36.05974197,8.862541199,0,837.1160278,99.89199829,67.9280014,85.13300323,-27.84167671,41.66751862,7.678798199,4.631299019,2
438,129055.3906,18,0,729.7008667,0,30.44247055,0,0,1.091206074,0,0,0,77.68777466,6.550760746,0.822659731,0,0,0,0,0,1.396652937,0,0,0,0,1.102859735,0,0,1.619691014,0,0,0,0,0,0.669718742,0.987702012,0,157.6047211,0.354361892,2.326837778,0,0.703762829,4.632450581,0,2.520670176,1703.096802,2959.026123,26.91215515,10.4941206,0,617.276001,92.16100311,49.88299942,97.16899872,10.4457016,-61.37819672,-7.552837849,2.031784773,7
439,129082.4766,19,0,479.3048096,0,62.05947113,0,0,0,0,2.800477028,0,0.132132769,431.395813,0.925038517,3.29477787,0.374515533,0.746065617,0,0,0,0.61929816,0,0,0,0,0,0.692735493,0,14.22644329,0,0,0,0,0,0.747162223,0,35.43759918,0,0,0,3.869800568,0.333420694,0,3.516057253,1762.807861,3277.830566,45.27655792,10.74620819,2.361188173,701.7369995,90.23300171,50.72900009,82.875,-73.96691132,-40.872509,-0.409279317,-10.94032288,9
440,129161.8516,20,0,659.2755127,1.01474762,50.19460297,1.015077353,4.023036957,0,6.033150196,1.484284163,3.792815208,7.509120941,5.94685173,0,496.0932922,1.381013393,6.96435833,0,0,2.693542957,0,0,0,0,3.593184233,0,0,0,0,0,5.234489918,0,0,0,0,0,7.110618591,0,0.304226488,1.095847726,120.0095825,2.567518234,0,2.441090584,2668.262939,4621.82666,47.88425827,6.257246494,0.425419569,707.8850098,92.86499786,54.95299911,79.76499939,-54.32600021,41.82373428,6.705815315,5.076419353,2
441,129168.0859,19,0,658.8955688,0,74.21517181,0,1.237943649,0,0,2.316300869,2.369023561,1.928063273,315.0099487,6.823705196,4.321559429,0,0.597128808,0,0,0.866933823,0,0,0,0,0,0,0.107029542,0,14.84519005,0,0,0,3.862104177,0,0.867339909,0,131.6182251,0,0,0.367401659,0.630883873,3.196757555,0,1.75137794,1840.964478,3116.481689,51.46553421,8.805169106,1.310134768,650.5159912,88.22899628,49.68799973,85.88999939,-83.32953644,-46.42146301,-2.068916082,-12.07771587,9
442,129229.4375,21,0,542.4665527,0,63.26739883,0,0,0,0.246894524,0,0.145973742,65.99687195,5.887602329,0.669983804,0.173181459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541463137,0,3.748199701,0,145.7050629,1.128293991,0,0.65130496,2.499156237,2.258072376,0,0,1812.284302,3183.052246,15.03527069,7.909618855,0,755.2559814,84.45400238,52.3219986,99.74500275,35.40984726,-24.38302231,-7.023823738,2.246963501,7
443,129247.2422,17,0,290.8819885,0,73.33821106,0,0,0,0,0,0,0.475291967,0,0,0.889749944,0,0,0,0,1.267483234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753131866,5.594324589,0,0,0,3.337297678,0.768265188,0,0.952832639,673.2756348,1244.027832,7.5835042,3.881943703,122.3963852,601.8579712,97.02400208,49.68000031,92.36499786,10.7585001,124.3902283,8.34691906,-5.462314606,4
444,129283.8047,17,0,491.4648743,0,53.2060051,0.789679468,0,1.05747366,1.239048839,0,0.257484496,25.33518791,1.26707077,4.89859724,0.830090284,0,1.603214622,0,0,0,0,0,0,0,0.91212225,0,0,0,0,0,0,0,0,0,0,0,34.90056229,0,0,0,0.290619403,0,0,1.930663824,1923.905884,3430.455811,36.32296753,5.352276325,0,616.6610107,99.63899994,51.02899933,94.0019989,29.86547089,13.59403515,-2.285307407,-0.124453336,7
